"IMEI","Serial","StationID","Model","ModelNum","Grade","Failed","Color","Memory","Parts","BatteryHealthPercentage","UnlockStatus","DeviceLock","Carrier","MDM","SimLock","TimeTaken","CreatedTimeStamp","deviceDisconnect"
"353069100598471","F2LXV5A1KXKQ","eze7","iPhone XR","A1984","B1","Face ID,","Red","64GB","{""Remarks"":""OEM"",""Data"":[{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Serial Number"",""FactorySerial"":""F2LXV5A1KXKQ"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""F2LXV5A1KXKQ""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Main Board"",""FactorySerial"":""F3Y84950HVGL1P1A"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""F3Y84950HVGL1P1A""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Battery"",""FactorySerial"":""F8Y84170D6ZJKGW7V"",""checkSum"":""null"",""CurrentSerial"":""F8Y84170D6ZJKGW7V""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Front Camera"",""FactorySerial"":""G8R8442D01AJH812B"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""G8R8442D01AJH812B""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Back Camera"",""FactorySerial"":""GCF8464330AHYMW3G"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""GCF8464330AHYMW3G""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""LCD"",""FactorySerial"":""G4M8395E1WTKF3C9L+BB065100668185075751810913"",""checkSum"":""null"",""CurrentSerial"":""G4M8395E1WTKF3C9L+BB065100668185075751810913""}]}","88","UNLK","Off","AT&T","No","Unlocked",NaN,"2021-09-20T17:56:46.00-04:00","2021-09-20 22:02:28"
"354869091146563","DNPWP080JCLH","eze6","iPhone X","A1901","B2","","Space Gray","64GB","{""Remarks"":""OEM"",""Data"":[{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Serial Number"",""FactorySerial"":""DNPWP080JCLH"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""DNPWP080JCLH""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Main Board"",""FactorySerial"":""F3Y81950K5YJ3QPA"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""F3Y81950K5YJ3QPA""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Battery"",""FactorySerial"":""F8Y803281LLHXRY9F"",""checkSum"":""null"",""CurrentSerial"":""F8Y803281LLHXRY9F""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Front Camera"",""FactorySerial"":""F0W80273JGBHK3H7M"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""F0W80273JGBHK3H7M""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Back Camera"",""FactorySerial"":""DN87504PG3SH8MH3P"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""DN87504PG3SH8MH3P""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""LCD"",""FactorySerial"":""FXR0444244SJ6DX9G+0A009137816161077702807743"",""checkSum"":""null"",""CurrentSerial"":""FXR0444244SJ6DX9G+0A009137816161077702807743""}]}","81","UNLK","Off","AT&T","No","",NaN,"2021-09-20T17:45:52.00-04:00","2021-09-20 22:02:12"
"356557102861563","C6KZT0M6N72M","eze5","iPhone 11","A2111","B1","Bad ESN,","Yellow","64GB","{""Remarks"":""OEM"",""Data"":[{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Serial Number"",""FactorySerial"":""C6KZT0M6N72M"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""C6KZT0M6N72M""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Main Board"",""FactorySerial"":""C7H94950EEAL73WAR"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""C7H94950EEAL73WAR""},{""currentCheckSum"":""TTZZTg=="",""Status"":""OEM"",""name"":""Battery"",""FactorySerial"":"""",""checkSum"":"""",""CurrentSerial"":""F8Y94840N14xxxxAY""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Front Camera"",""FactorySerial"":""G8R9462825YJYW53V"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""G8R9462825YJYW53V""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Back Camera"",""FactorySerial"":""DNL93511P4JK91P9L"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""DNL93511P4JK91P9L""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""LCD"",""FactorySerial"":""GHC9426KM41KQ5R9D+AA075136577164049102738193"",""checkSum"":""null"",""CurrentSerial"":""GHC9426KM41KQ5R9D+AA075136577164049102738193""}]}","89","LK","Off","Sprint","No","Locked",NaN,"2021-09-20T17:54:55.00-04:00","2021-09-20 22:01:42"
"354861096182040","GHLCJ3RWJCLH","eze6","iPhone X","A1901","B1","","Space Gray","64GB","{""Remarks"":""OEM"",""Data"":[{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Serial Number"",""FactorySerial"":""GHLCJ3RWJCLH"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""GHLCJ3RWJCLH""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Main Board"",""FactorySerial"":""F3X93150581J3QPD"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""F3X93150581J3QPD""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Battery"",""FactorySerial"":""F8Y01140110HXRYA4"",""checkSum"":""null"",""CurrentSerial"":""F8Y01140110HXRYA4""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Front Camera"",""FactorySerial"":""G8R9483A4DFHNXM17"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""G8R9483A4DFHNXM17""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Back Camera"",""FactorySerial"":""DNL00430B1LH8MG1H"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""DNL00430B1LH8MG1H""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""LCD"",""FactorySerial"":""FXV949560WBJ6DX90+0A023137773159076698798743"",""checkSum"":""null"",""CurrentSerial"":""FXV949560WBJ6DX90+0A023137773159076698798743""}]}","86","UNLK","Off","","No","Unlocked",NaN,"2021-09-20T17:45:52.00-04:00","2021-09-20 22:00:18"
"354873090116817","G0NW57Y2JCLH","eze6","iPhone X","A1901","B2","Face ID,","Space Gray","64GB","{""Remarks"":""Non-OEM"",""Data"":[{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Serial Number"",""FactorySerial"":""G0NW57Y2JCLH"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""G0NW57Y2JCLH""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Main Board"",""FactorySerial"":""F3Y804407SBJ3QPA"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""F3Y804407SBJ3QPA""},{""currentCheckSum"":""MDEwMA=="",""Status"":""Non-OEM"",""name"":""Battery"",""FactorySerial"":""F5D80278CMUHXRTAM"",""checkSum"":""SFhSVA=="",""CurrentSerial"":""AMP1234IXH5010092""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Front Camera"",""FactorySerial"":""F0W802324W9HK3H72"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""F0W802324W9HK3H72""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Back Camera"",""FactorySerial"":""DNL8037ARF0H8MG1U"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""DNL8037ARF0H8MG1U""},{""currentCheckSum"":"""",""Status"":""OEM-Repair"",""name"":""LCD"",""FactorySerial"":""FX975238E34J6DX9E+0A949136781154082705777743"",""checkSum"":""SjZEWA==""}]}","100","UNLK","Off","AT&T","No","Unlocked",NaN,"2021-09-20T17:45:06.00-04:00","2021-09-20 21:59:31"
"354864090871642","F17WN2DHJCLH","eze6","iPhone X","A1901","B2","","Space Gray","64GB","{""Remarks"":""OEM"",""Data"":[{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Serial Number"",""FactorySerial"":""F17WN2DHJCLH"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""F17WN2DHJCLH""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Main Board"",""FactorySerial"":""F3Y80620GKUJ3QPA"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""F3Y80620GKUJ3QPA""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Battery"",""FactorySerial"":""F8Y80272X24HXRY93"",""checkSum"":""null"",""CurrentSerial"":""F8Y80272X24HXRY93""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Front Camera"",""FactorySerial"":""G8R80268FX9HNXMBE"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""G8R80268FX9HNXMBE""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Back Camera"",""FactorySerial"":""DN87517JXY2H8MH3N"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""DN87517JXY2H8MH3N""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""LCD"",""FactorySerial"":""FXR74171EPQJ6DX97+0A006127788158076653795743"",""checkSum"":""null"",""CurrentSerial"":""FXR74171EPQJ6DX97+0A006127788158076653795743""}]}","84","UNLK","Off","AT&T","No","Unlocked",NaN,"2021-09-20T17:45:16.00-04:00","2021-09-20 21:58:50"
"353048099716583","G6TWD35GJCLH","eze6","iPhone X","A1901","B2","","Space Gray","64GB","{""Remarks"":""OEM"",""Data"":[{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Serial Number"",""FactorySerial"":""G6TWD35GJCLH"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""G6TWD35GJCLH""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Main Board"",""FactorySerial"":""G2C80430AMMJ3QPA"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""G2C80430AMMJ3QPA""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Battery"",""FactorySerial"":""F8Y80251AMWHXRY9E"",""checkSum"":""null"",""CurrentSerial"":""F8Y80251AMWHXRY9E""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Front Camera"",""FactorySerial"":""G8R80257B4EHNXM1S"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""G8R80257B4EHNXM1S""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Back Camera"",""FactorySerial"":""DNL80540ZB6H8MG1K"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""DNL80540ZB6H8MG1K""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""LCD"",""FactorySerial"":""FXN74966VDPJ6DX9N+0A026127782162077653817743"",""checkSum"":""null"",""CurrentSerial"":""FXN74966VDPJ6DX9N+0A026127782162077653817743""}]}","85","UNLK","Off","AT&T","No","Unlocked",NaN,"2021-09-20T17:44:48.00-04:00","2021-09-20 21:58:24"
"352894112655121","F4GCL0SEN72M","eze5","iPhone 11","A2111","B1","","Yellow","64GB","{""Remarks"":""OEM"",""Data"":[{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Serial Number"",""FactorySerial"":""F4GCL0SEN72M"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""F4GCL0SEN72M""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Main Board"",""FactorySerial"":""C7H016613D0L73WAG"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""C7H016613D0L73WAG""},{""currentCheckSum"":""TTZZTQ=="",""Status"":""OEM"",""name"":""Battery"",""FactorySerial"":"""",""checkSum"":"""",""CurrentSerial"":""F8Y0132T5U2xxxxA5""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Front Camera"",""FactorySerial"":""G8R0147954DJYW552"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""G8R0147954DJYW552""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Back Camera"",""FactorySerial"":""DNL00771ZG4K91P7C"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""DNL00771ZG4K91P7C""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""LCD"",""FactorySerial"":""FXT011489TEKQ5R9P+18032130580171048098768193"",""checkSum"":""null"",""CurrentSerial"":""FXT011489TEKQ5R9P+18032130580171048098768193""}]}","97","LK","Off","T-Mobile","No","Locked",NaN,"2021-09-20T17:49:53.00-04:00","2021-09-20 21:58:20"
"359412081921789","DNPVLTLDJCLH","eze6","iPhone X","A1901","B2","","Space Gray","64GB","{""Remarks"":""OEM"",""Data"":[{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Serial Number"",""FactorySerial"":""DNPVLTLDJCLH"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""DNPVLTLDJCLH""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Main Board"",""FactorySerial"":""F3Y7433011VJ3QPA"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""F3Y7433011VJ3QPA""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Battery"",""FactorySerial"":""F8Y7423251AHXRY9V"",""checkSum"":""null"",""CurrentSerial"":""F8Y7423251AHXRY9V""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Front Camera"",""FactorySerial"":""G8R7406D484HNXM48"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""G8R7406D484HNXM48""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Back Camera"",""FactorySerial"":""DNL73736X73H8MG1D"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""DNL73736X73H8MG1D""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""LCD"",""FactorySerial"":""FXG73031QM7J6DX93+03205124812162075639817743"",""checkSum"":""null"",""CurrentSerial"":""FXG73031QM7J6DX93+03205124812162075639817743""}]}","80","UNLK","Off","T-Mobile","No","Unlocked",NaN,"2021-09-20T17:44:31.00-04:00","2021-09-20 21:58:14"
"354860091847094","G6TWX3UVJCLH","eze6","iPhone X","A1901","C","","Space Gray","64GB","{""Remarks"":""OEM"",""Data"":[{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Serial Number"",""FactorySerial"":""G6TWX3UVJCLH"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""G6TWX3UVJCLH""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Main Board"",""FactorySerial"":""G2C82450CKFJ3QPC"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""G2C82450CKFJ3QPC""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Battery"",""FactorySerial"":""F8Y82420DPDHXRYAH"",""checkSum"":""null"",""CurrentSerial"":""F8Y82420DPDHXRYAH""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Front Camera"",""FactorySerial"":""G8R7324D32PHNXM45"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""G8R7324D32PHNXM45""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Back Camera"",""FactorySerial"":""DN87335ABUXH8MH1K"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""DN87335ABUXH8MH1K""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""LCD"",""FactorySerial"":""FXN7315530UJ6DX99+03020141824160077724805743"",""checkSum"":""null"",""CurrentSerial"":""FXN7315530UJ6DX99+03020141824160077724805743""}]}","88","UNLK","Off","AT&T","No","Unlocked",NaN,"2021-09-20T17:44:16.00-04:00","2021-09-20 21:57:50"
"354875093955448","DNPXG80DJCLH","eze6","iPhone X","A1901","C","BH-A,Face ID,Rear Camera Quality,","Space Gray","64GB","{""Remarks"":""OEM"",""Data"":[{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Serial Number"",""FactorySerial"":""DNPXG80DJCLH"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""DNPXG80DJCLH""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Main Board"",""FactorySerial"":""F3Y83060H5YJ3QPC"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""F3Y83060H5YJ3QPC""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Battery"",""FactorySerial"":""F5D8344FVYNHXRTAJ"",""checkSum"":""null"",""CurrentSerial"":""F5D8344FVYNHXRTAJ""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Front Camera"",""FactorySerial"":""G8R8276A7XSHNXM1C"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""G8R8276A7XSHNXM1C""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Back Camera"",""FactorySerial"":""DN883440APZH8MH3J"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""DN883440APZH8MH3J""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""LCD"",""FactorySerial"":""FXV74924AG2J6DX9N+0A017128792161077660809743"",""checkSum"":""null"",""CurrentSerial"":""FXV74924AG2J6DX9N+0A017128792161077660809743""}]}","75","UNLK","Off","T-Mobile","No","Unlocked",NaN,"2021-09-20T17:44:02.00-04:00","2021-09-20 21:57:47"
"356864115810730","DX3FP06HN72M","eze5","iPhone 11","A2111","B1","","Yellow","64GB","{""Remarks"":""OEM"",""Data"":[{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Serial Number"",""FactorySerial"":""DX3FP06HN72M"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""DX3FP06HN72M""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Main Board"",""FactorySerial"":""FJ61194047RL73WG"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""FJ61194047RL73WG""},{""currentCheckSum"":""TTZZTQ=="",""Status"":""OEM"",""name"":""Battery"",""FactorySerial"":"""",""checkSum"":"""",""CurrentSerial"":""F8Y116503UNxxxxBG""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Front Camera"",""FactorySerial"":""F0W108510CJJYW41P"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""F0W108510CJJYW41P""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Back Camera"",""FactorySerial"":""DNL11522388K91P3A"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""DNL11522388K91P3A""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""LCD"",""FactorySerial"":""FXC10352Q3UKQ5R9N+18011144576170050108760193"",""checkSum"":""null"",""CurrentSerial"":""FXC10352Q3UKQ5R9N+18011144576170050108760193""}]}","100","UNLK","Off","","No","Unlocked",NaN,"2021-09-20T17:49:44.00-04:00","2021-09-20 21:57:05"
"352895117278785","F4GD1Q5XN72M","eze5","iPhone 11","A2111","B1","","Yellow","64GB","{""Remarks"":""OEM"",""Data"":[{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Serial Number"",""FactorySerial"":""F4GD1Q5XN72M"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""F4GD1Q5XN72M""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Main Board"",""FactorySerial"":""C7H026728L7L73WAC"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""C7H026728L7L73WAC""},{""currentCheckSum"":""TTZZTQ=="",""Status"":""OEM"",""name"":""Battery"",""FactorySerial"":"""",""checkSum"":"""",""CurrentSerial"":""F8Y02540AWHxxxxBE""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Front Camera"",""FactorySerial"":""G8R0181C7WCJYW53G"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""G8R0181C7WCJYW53G""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Back Camera"",""FactorySerial"":""DNL025443H7K91P3C"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""DNL025443H7K91P3C""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""LCD"",""FactorySerial"":""FXC0193V5TFKQ5R9P+18111143569167053108750193"",""checkSum"":""null"",""CurrentSerial"":""FXC0193V5TFKQ5R9P+18111143569167053108750193""}]}","100","UNLK","Off","","No","Unlocked",NaN,"2021-09-20T17:33:58.00-04:00","2021-09-20 21:50:28"
"356545105449403","DNPC14CWN72M","eze5","iPhone 11","A2111","B2","BH-A,Bad ESN,","Yellow","64GB","{""Remarks"":""OEM"",""Data"":[{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Serial Number"",""FactorySerial"":""DNPC14CWN72M"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""DNPC14CWN72M""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Main Board"",""FactorySerial"":""F3X001303MZL73WC"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""F3X001303MZL73WC""},{""currentCheckSum"":""TTZZTQ=="",""Status"":""OEM"",""name"":""Battery"",""FactorySerial"":"""",""checkSum"":"""",""CurrentSerial"":""F8Y95172BUCxxxxA0""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Front Camera"",""FactorySerial"":""G8R95219CFZJYW55R"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""G8R95219CFZJYW55R""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Back Camera"",""FactorySerial"":""DNL9504B4GQK91P3V"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""DNL9504B4GQK91P3V""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""LCD"",""FactorySerial"":""GHD9487SR8KKQ5R96+AA102122571166049092750193"",""checkSum"":""null"",""CurrentSerial"":""GHD9487SR8KKQ5R96+AA102122571166049092750193""}]}","79","LK","Off","Sprint","No","Locked",NaN,"2021-09-20T17:33:37.00-04:00","2021-09-20 21:44:09"
"356807115567578","GXHDJ0VFN72M","eze5","iPhone 11","A2111","B1","","Yellow","64GB","{""Remarks"":""OEM"",""Data"":[{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Serial Number"",""FactorySerial"":""GXHDJ0VFN72M"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""GXHDJ0VFN72M""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Main Board"",""FactorySerial"":""C7H012707M8L73WAU"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""C7H012707M8L73WAU""},{""currentCheckSum"":""TTZZUg=="",""Status"":""OEM"",""name"":""Battery"",""FactorySerial"":"""",""checkSum"":"""",""CurrentSerial"":""FG903630BWSxxxxBW""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Front Camera"",""FactorySerial"":""F0W01370TLKJYW45B"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""F0W01370TLKJYW45B""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Back Camera"",""FactorySerial"":""DNL03750BDAK91P75"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""DNL03750BDAK91P75""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""LCD"",""FactorySerial"":""GHD0294WGDBKQ5R9R+AA116127563167048096750193"",""checkSum"":""null"",""CurrentSerial"":""GHD0294WGDBKQ5R9R+AA116127563167048096750193""}]}","86","LK","Off","T-Mobile","No","Locked",NaN,"2021-09-20T17:33:00.00-04:00","2021-09-20 21:43:24"
"353986106147716","DNPZL209N72M","eze5","iPhone 11","A2111","B1","Bad ESN,","Yellow","64GB","{""Remarks"":""OEM"",""Data"":[{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Serial Number"",""FactorySerial"":""DNPZL209N72M"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""DNPZL209N72M""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Main Board"",""FactorySerial"":""F3Y9431171JL73WA"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""F3Y9431171JL73WA""},{""currentCheckSum"":""TTZZUg=="",""Status"":""OEM"",""name"":""Battery"",""FactorySerial"":"""",""checkSum"":"""",""CurrentSerial"":""FG99415116Yxxxx8V""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Front Camera"",""FactorySerial"":""G8R941380LWJYW55W"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""G8R941380LWJYW55W""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Back Camera"",""FactorySerial"":""DNL938444D9K91P76"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""DNL938444D9K91P76""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""LCD"",""FactorySerial"":""G4M9284F6N4KQ5R68+18058119569163048090737193"",""checkSum"":""null"",""CurrentSerial"":""G4M9284F6N4KQ5R68+18058119569163048090737193""}]}","85","LK","Off","Sprint","No","Locked",NaN,"2021-09-20T17:29:08.00-04:00","2021-09-20 21:44:49"
"352899112536031","F4GCD06MN72M","eze5","iPhone 11","A2111","C","","Yellow","64GB","{""Remarks"":""OEM"",""Data"":[{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Serial Number"",""FactorySerial"":""F4GCD06MN72M"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""F4GCD06MN72M""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Main Board"",""FactorySerial"":""C7H01120ZWYL73WAT"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""C7H01120ZWYL73WAT""},{""currentCheckSum"":""TTZZUg=="",""Status"":""OEM"",""name"":""Battery"",""FactorySerial"":"""",""checkSum"":"""",""CurrentSerial"":""FG900940CPXxxxx8D""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Front Camera"",""FactorySerial"":""F0W94960JWNJYW465"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""F0W94960JWNJYW465""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""Back Camera"",""FactorySerial"":""DNL00930KBSK91P3Y"",""checkSum"":""null"",""notice"":"""",""CurrentSerial"":""DNL00930KBSK91P3Y""},{""currentCheckSum"":""null"",""Status"":""OEM"",""name"":""LCD"",""FactorySerial"":""FXT9521D33WKQ5R95+18050122565169047092759193"",""checkSum"":""null"",""CurrentSerial"":""FXT9521D33WKQ5R95+18050122565169047092759193""}]}","88","LK","Off","T-Mobile","No","Locked",NaN,"2021-09-20T17:26:41.00-04:00","2021-09-20 21:42:39"
