ordernbr,shipmentnumber,itemnbr,itemdescription,deliverydetailid,serialnumber,manufacturer,model,carrier,type,trackingnumber,grade,lpn,Warehouse,Unit_Selling_Price
1139196,9713130,1603872,APPL.iPhone X.A1901.64GB.Space Gray.OTH.B+,,359404085875160,APPL,iPhone X,OTH,,522085707468,B+,W03PP1203703,W03-ATT,225
1139196,9713130,1603872,APPL.iPhone X.A1901.64GB.Space Gray.OTH.B+,,354872091495030,APPL,iPhone X,OTH,,522085707468,B+,W03PP1203703,W03-ATT,225
1139196,9713130,1603872,APPL.iPhone X.A1901.64GB.Space Gray.OTH.B+,,354860094069803,APPL,iPhone X,OTH,,522085707468,B+,W03PP1203703,W03-ATT,225
1139196,9713130,1603872,APPL.iPhone X.A1901.64GB.Space Gray.OTH.B+,,353043096239770,APPL,iPhone X,OTH,,522085707468,B+,W03PP1203703,W03-ATT,225
1139196,9713130,1603872,APPL.iPhone X.A1901.64GB.Space Gray.OTH.B+,,354875096190373,APPL,iPhone X,OTH,,522085707468,B+,W03PP1203703,W03-ATT,225
1139196,9713130,1603872,APPL.iPhone X.A1901.64GB.Space Gray.OTH.B+,,353043097048105,APPL,iPhone X,OTH,,522085707468,B+,W03PP1203703,W03-ATT,225
1139196,9713130,1603872,APPL.iPhone X.A1901.64GB.Space Gray.OTH.B+,,354865095802466,APPL,iPhone X,OTH,,522085707468,B+,W03PP1203317,W03-ATT,225
1139196,9713130,1603872,APPL.iPhone X.A1901.64GB.Space Gray.OTH.B+,,354871090556727,APPL,iPhone X,OTH,,522085707468,B+,W03PP1203317,W03-ATT,225
1139196,9713130,1603872,APPL.iPhone X.A1901.64GB.Space Gray.OTH.B+,,354873096121688,APPL,iPhone X,OTH,,522085707468,B+,W03PP1203317,W03-ATT,225
1139196,9713130,1603872,APPL.iPhone X.A1901.64GB.Space Gray.OTH.B+,,353042097634922,APPL,iPhone X,OTH,,522085707468,B+,W03PP1203317,W03-ATT,225
1139196,9713130,1603872,APPL.iPhone X.A1901.64GB.Space Gray.OTH.B+,,359412089949121,APPL,iPhone X,OTH,,522085707468,B+,W03PP1203317,W03-ATT,225
1139196,9713130,1603872,APPL.iPhone X.A1901.64GB.Space Gray.OTH.B+,,353047097901882,APPL,iPhone X,OTH,,522085707468,B+,W03PP1203317,W03-ATT,225
1139196,9713130,1603872,APPL.iPhone X.A1901.64GB.Space Gray.OTH.B+,,354875091162542,APPL,iPhone X,OTH,,522085707468,B+,W03PP1203317,W03-ATT,225
1139196,9713130,1603872,APPL.iPhone X.A1901.64GB.Space Gray.OTH.B+,,354860091446251,APPL,iPhone X,OTH,,522085707468,B+,W03PP1203317,W03-ATT,225
1139196,9713130,1603872,APPL.iPhone X.A1901.64GB.Space Gray.OTH.B+,,359406089757419,APPL,iPhone X,OTH,,522085707468,B+,W03PP1203317,W03-ATT,225
1139196,9713130,1603872,APPL.iPhone X.A1901.64GB.Space Gray.OTH.B+,,353044099409246,APPL,iPhone X,OTH,,522085707468,B+,W03PP1203317,W03-ATT,225
1139196,9713130,1603872,APPL.iPhone X.A1901.64GB.Space Gray.OTH.B+,,354867093827453,APPL,iPhone X,OTH,,522085707468,B+,W03PP1208519,W03-ATT,225
1139196,9713130,1603872,APPL.iPhone X.A1901.64GB.Space Gray.OTH.B+,,354868093741850,APPL,iPhone X,OTH,,522085707468,B+,W03PP1208519,W03-ATT,225
1139196,9713130,1603872,APPL.iPhone X.A1901.64GB.Space Gray.OTH.B+,,354872090200878,APPL,iPhone X,OTH,,522085707468,B+,W03PP1208519,W03-ATT,225
1139196,9713130,1603872,APPL.iPhone X.A1901.64GB.Space Gray.OTH.B+,,353045099820464,APPL,iPhone X,OTH,,522085707468,B+,W03PP1208519,W03-ATT,225
1139196,9713130,1603872,APPL.iPhone X.A1901.64GB.Space Gray.OTH.B+,,354859091564683,APPL,iPhone X,OTH,,522085707468,B+,W03PP1208519,W03-ATT,225
1139196,9713130,1603872,APPL.iPhone X.A1901.64GB.Space Gray.OTH.B+,,353046099831501,APPL,iPhone X,OTH,,522085707468,B+,W03PP1208519,W03-ATT,225
1139196,9713130,1603872,APPL.iPhone X.A1901.64GB.Space Gray.OTH.B+,,354867092472483,APPL,iPhone X,OTH,,522085707468,B+,W03PP1208519,W03-ATT,225
1139196,9713130,1603872,APPL.iPhone X.A1901.64GB.Space Gray.OTH.B+,,354868090563448,APPL,iPhone X,OTH,,522085707468,B+,W03PP1208519,W03-ATT,225
1139196,9713130,1603872,APPL.iPhone X.A1901.64GB.Space Gray.OTH.B+,,354859095421039,APPL,iPhone X,OTH,,522085707468,B+,W03PP1208519,W03-ATT,225
1139196,9713130,1603872,APPL.iPhone X.A1901.64GB.Space Gray.OTH.B+,,353047099159059,APPL,iPhone X,OTH,,522085707468,B+,W03PP1208519,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,359405081061911,APPL,iPhone X,OTH,,522085707468,B+,W03PP1208471,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,354867091625842,APPL,iPhone X,OTH,,522085707468,B+,W03PP1208471,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,354861093701651,APPL,iPhone X,OTH,,522085707468,B+,W03PP1208471,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,354865095716856,APPL,iPhone X,OTH,,522085707468,B+,W03PP1208471,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,354863093694548,APPL,iPhone X,OTH,,522085707468,B+,W03PP1208471,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,354877091495963,APPL,iPhone X,OTH,,522085707468,B+,W03PP1208471,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,353039099495666,APPL,iPhone X,OTH,,522085707468,B+,W03PP1208471,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,354869093633618,APPL,iPhone X,OTH,,522085707468,B+,W03PP1208471,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,353042099043254,APPL,iPhone X,OTH,,522085707468,B+,W03PP1208471,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,354861090025724,APPL,iPhone X,OTH,,522085707468,B+,W03PP1208471,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,353042095743840,APPL,iPhone X,OTH,,522085707468,B+,W03PP1202512,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,359412082500574,APPL,iPhone X,OTH,,522085707468,B+,W03PP1202512,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,354868091244873,APPL,iPhone X,OTH,,522085707468,B+,W03PP1202512,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,353041090015931,APPL,iPhone X,OTH,,522085707468,B+,W03PP1202512,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,359409088395454,APPL,iPhone X,OTH,,522085707468,B+,W03PP1202512,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,354866091072955,APPL,iPhone X,OTH,,522085707468,B+,W03PP1202512,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,353039098268726,APPL,iPhone X,OTH,,522085707468,B+,W03PP1202512,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,354864090296154,APPL,iPhone X,OTH,,522085707468,B+,W03PP1202512,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,354872096145101,APPL,iPhone X,OTH,,522085707468,B+,W03PP1202512,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,354877093258864,APPL,iPhone X,OTH,,522085707468,B+,W03PP1202512,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,354866090043890,APPL,iPhone X,OTH,,522085707468,B+,W03PP1208173,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,353044094007334,APPL,iPhone X,OTH,,522085707468,B+,W03PP1208173,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,353046094356918,APPL,iPhone X,OTH,,522085707468,B+,W03PP1208173,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,354869094198397,APPL,iPhone X,OTH,,522085707468,B+,W03PP1208173,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,354876090408936,APPL,iPhone X,OTH,,522085707468,B+,W03PP1208173,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,359412088172113,APPL,iPhone X,OTH,,522085707468,B+,W03PP1208173,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,354873093292490,APPL,iPhone X,OTH,,522085707468,B+,W03PP1208173,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,353048090140833,APPL,iPhone X,OTH,,522085707468,B+,W03PP1208173,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,354862092002935,APPL,iPhone X,OTH,,522085707468,B+,W03PP1208173,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,354868093778498,APPL,iPhone X,OTH,,522085707468,B+,W03PP1208173,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,359410083618833,APPL,iPhone X,OTH,,522085707468,B+,W03PP1209530,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,354872092906845,APPL,iPhone X,OTH,,522085707468,B+,W03PP1209530,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,353043099380969,APPL,iPhone X,OTH,,522085707468,B+,W03PP1209530,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,354878090185456,APPL,iPhone X,OTH,,522085707468,B+,W03PP1209530,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,359403082436646,APPL,iPhone X,OTH,,522085707468,B+,W03PP1209530,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,354878091564568,APPL,iPhone X,OTH,,522085707468,B+,W03PP1209530,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,359407087934125,APPL,iPhone X,OTH,,522085707468,B+,W03PP1209530,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,354869091449520,APPL,iPhone X,OTH,,522085707468,B+,W03PP1209530,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,359404087856093,APPL,iPhone X,OTH,,522085707468,B+,W03PP1209530,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,354863091790264,APPL,iPhone X,OTH,,522085707468,B+,W03PP1209530,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,354870090220524,APPL,iPhone X,OTH,,522085707468,B+,W03PP1208306,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,354867092426208,APPL,iPhone X,OTH,,522085707468,B+,W03PP1208306,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,354877093645243,APPL,iPhone X,OTH,,522085707468,B+,W03PP1208306,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,354864091739749,APPL,iPhone X,OTH,,522085707468,B+,W03PP1208306,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,354869092180694,APPL,iPhone X,OTH,,522085707468,B+,W03PP1208306,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,353043097457629,APPL,iPhone X,OTH,,522085707468,B+,W03PP1208306,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,354871091756441,APPL,iPhone X,OTH,,522085707468,B+,W03PP1208306,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,359411089954180,APPL,iPhone X,OTH,,522085707468,B+,W03PP1208306,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,353045099937490,APPL,iPhone X,OTH,,522085707468,B+,W03PP1208306,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,353039097638382,APPL,iPhone X,OTH,,522085707468,B+,W03PP1208306,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,354866094582661,APPL,iPhone X,OTH,,522085707468,B+,W03PP1205962,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,354871095309726,APPL,iPhone X,OTH,,522085707468,B+,W03PP1205962,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,354870090124015,APPL,iPhone X,OTH,,522085707468,B+,W03PP1205962,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,353042097838374,APPL,iPhone X,OTH,,522085707468,B+,W03PP1205962,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,359412088851575,APPL,iPhone X,OTH,,522085707468,B+,W03PP1205962,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,353043094152611,APPL,iPhone X,OTH,,522085707468,B+,W03PP1205962,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,353046090661568,APPL,iPhone X,OTH,,522085707468,B+,W03PP1205962,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,354859092435883,APPL,iPhone X,OTH,,522085707468,B+,W03PP1205962,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,354867090713375,APPL,iPhone X,OTH,,522085707468,B+,W03PP1205962,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,359409081524803,APPL,iPhone X,OTH,,522085707468,B+,W03PP1205962,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,353048095864601,APPL,iPhone X,OTH,,522085707468,B+,W03PP1208176,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,353042093284987,APPL,iPhone X,OTH,,522085707468,B+,W03PP1208176,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,354865095999528,APPL,iPhone X,OTH,,522085707468,B+,W03PP1208176,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,353045094977913,APPL,iPhone X,OTH,,522085707468,B+,W03PP1208176,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,359404087523370,APPL,iPhone X,OTH,,522085707468,B+,W03PP1208176,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,359403086304436,APPL,iPhone X,OTH,,522085707468,B+,W03PP1208176,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,354875092175865,APPL,iPhone X,OTH,,522085707468,B+,W03PP1208176,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,353045098216953,APPL,iPhone X,OTH,,522085707468,B+,W03PP1208176,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,354873093162768,APPL,iPhone X,OTH,,522085707468,B+,W03PP1208176,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,354871090839933,APPL,iPhone X,OTH,,522085707468,B+,W03PP1208176,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,354866092382627,APPL,iPhone X,OTH,,522085707468,B+,W03PP1203110,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,359405087726558,APPL,iPhone X,OTH,,522085707468,B+,W03PP1203110,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,354859093795210,APPL,iPhone X,OTH,,522085707468,B+,W03PP1203110,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,359412084634934,APPL,iPhone X,OTH,,522085707468,B+,W03PP1203110,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,354878093694371,APPL,iPhone X,OTH,,522085707468,B+,W03PP1203110,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,359406087312910,APPL,iPhone X,OTH,,522085707468,B+,W03PP1203110,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,354869090054677,APPL,iPhone X,OTH,,522085707468,B+,W03PP1203110,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,354863091810492,APPL,iPhone X,OTH,,522085707468,B+,W03PP1203110,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,354865091393361,APPL,iPhone X,OTH,,522085707468,B+,W03PP1203110,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,354878093758838,APPL,iPhone X,OTH,,522085707468,B+,W03PP1203110,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,354867093960387,APPL,iPhone X,OTH,,522085707468,B+,W03PP1203389,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,354860095784210,APPL,iPhone X,OTH,,522085707468,B+,W03PP1203389,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,359407081217170,APPL,iPhone X,OTH,,522085707468,B+,W03PP1203389,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,353046097765255,APPL,iPhone X,OTH,,522085707468,B+,W03PP1203389,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,354876095083247,APPL,iPhone X,OTH,,522085707468,B+,W03PP1203389,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,359412089970879,APPL,iPhone X,OTH,,522085707468,B+,W03PP1203389,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,354863093166968,APPL,iPhone X,OTH,,522085707468,B+,W03PP1203389,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,353044097512611,APPL,iPhone X,OTH,,522085707468,B+,W03PP1203389,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,353043098170460,APPL,iPhone X,OTH,,522085707468,B+,W03PP1203389,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,353047098429552,APPL,iPhone X,OTH,,522085707468,B+,W03PP1203389,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,354878091572777,APPL,iPhone X,OTH,,522085707468,B+,W03PP1203276,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,359409084570456,APPL,iPhone X,OTH,,522085707468,B+,W03PP1203276,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,354864093921568,APPL,iPhone X,OTH,,522085707468,B+,W03PP1203276,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,354864092441006,APPL,iPhone X,OTH,,522085707468,B+,W03PP1203276,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,354873092177932,APPL,iPhone X,OTH,,522085707468,B+,W03PP1203276,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,353045095013312,APPL,iPhone X,OTH,,522085707468,B+,W03PP1203276,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,353048098756945,APPL,iPhone X,OTH,,522085707468,B+,W03PP1203276,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,359403083186711,APPL,iPhone X,OTH,,522085707468,B+,W03PP1203276,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,353042095916016,APPL,iPhone X,OTH,,522085707468,B+,W03PP1203276,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,354870091996031,APPL,iPhone X,OTH,,522085707468,B+,W03PP1203276,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,353042098343937,APPL,iPhone X,OTH,,522085707468,B+,W03PP1206111,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,354864093754241,APPL,iPhone X,OTH,,522085707468,B+,W03PP1206111,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,353046090147725,APPL,iPhone X,OTH,,522085707468,B+,W03PP1206111,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,354871093742829,APPL,iPhone X,OTH,,522085707468,B+,W03PP1206111,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,359408087883932,APPL,iPhone X,OTH,,522085707468,B+,W03PP1206111,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,354875093351101,APPL,iPhone X,OTH,,522085707468,B+,W03PP1206111,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,359410085450045,APPL,iPhone X,OTH,,522085707468,B+,W03PP1206111,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,359410081728154,APPL,iPhone X,OTH,,522085707468,B+,W03PP1206111,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,359404083276155,APPL,iPhone X,OTH,,522085707468,B+,W03PP1206111,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,353048098408117,APPL,iPhone X,OTH,,522085707468,B+,W03PP1206111,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,354863091540891,APPL,iPhone X,OTH,,522085707468,B+,W03PP1211726,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,353043099203559,APPL,iPhone X,OTH,,522085707468,B+,W03PP1211726,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,353044095917804,APPL,iPhone X,OTH,,522085707468,B+,W03PP1211726,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,354862092175038,APPL,iPhone X,OTH,,522085707468,B+,W03PP1211726,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,353048095730802,APPL,iPhone X,OTH,,522085707468,B+,W03PP1211726,W03-ATT,225
1139196,9713130,1603896,APPL.iPhone X.A1901.64GB.Silver.OTH.B+,,353047093776692,APPL,iPhone X,OTH,,522085707468,B+,W03PP1211726,W03-ATT,225
